,text
1694,"['presidenti', 'approv', 'number', 'good', 'strong', 'economi', 'militari', 'everyth', 'els', 'better', 'number', 'obama', 'point', 'far', 'win', 'everi', 'front', 'reason', 'blue', 'wave', 'might', 'red', 'wave']"
1695,"['bad', 'larg', 'portion', 'media', 'refus', 'report', 'lie', 'corrupt', 'rig', 'witch', 'hunt', 'call', 'fake', 'news']"
1696,"['mueller', 'angri', 'democrat', 'look', 'meet', 'concern', 'fake', 'dossier', 'lie', 'went', 'fbi', 'doj', 'one', 'side', 'witch', 'hunt', 'histori', 'countri', 'fortun', 'fact', 'come', 'fast']"
1697,"['fake', 'news', 'report', 'complet', 'fabric', 'concern', 'meet', 'wonder', 'son', 'donald', 'trump', 'tower', 'meet', 'get', 'inform', 'oppon', 'total', 'legal', 'done', 'time', 'polit', 'went', 'nowher', 'know']"
1698,"['tariff', 'abl', 'start', 'pay', 'larg', 'amount', 'trillion', 'debt', 'accumul', 'much', 'obama', 'administr', 'time', 'reduc', 'tax', 'peopl', 'minimum', 'make', 'much', 'better', 'trade', 'deal', 'countri']"
1699,"['tariff', 'work', 'big', 'time', 'everi', 'countri', 'earth', 'want', 'take', 'wealth', 'u', 'alway', 'detriment', 'say', 'come', 'tax', 'want', 'tax', 'let', 'make', 'build', 'product', 'u', 'either', 'event', 'mean', 'job', 'great', 'wealth']"
1700,"['fake', 'news', 'hate', 'say', 'enemi', 'peopl', 'know', 'true', 'provid', 'great', 'servic', 'explain', 'american', 'peopl', 'purpos', 'caus', 'great', 'divis', 'amp', 'distrust', 'also', 'caus', 'war', 'danger', 'amp', 'sick']"
1701,"['danni', 'connor', 'total', 'puppet', 'nanci', 'pelosi', 'maxin', 'water', 'danni', 'want', 'rais', 'tax', 'open', 'border', 'take', 'away', 'nd', 'amend', 'vote', 'troy', 'tuesday']"
1702,"['great', 'night', 'ohio', 'th', 'congression', 'district', 'troy', 'balderson', 'troy', 'love', 'ohio', 'love', 'peopl', 'ohio', 'fight', 'way']"
1703,"['thank', 'ohio', 'love']"
1705,"['iran', 'economi', 'go', 'bad', 'fast', 'meet', 'meet', 'matter']"
1706,"['head', 'ohio']"
1707,"['china', 'first', 'time', 'poorli', 'us', 'spend', 'fortun', 'ad', 'p', 'r', 'tri', 'convinc', 'scare', 'politician', 'fight', 'tariff', 'realli', 'hurt', 'economi', 'likewis', 'countri', 'win', 'must', 'strong']"
1708,"['tariff', 'make', 'countri', 'much', 'richer', 'today', 'fool', 'would', 'disagre', 'use', 'negoti', 'fair', 'trade', 'deal', 'countri', 'still', 'unwil', 'negoti', 'pay', 'us', 'vast', 'sum', 'money', 'form', 'tariff', 'win', 'either', 'way']"
1709,"['tariff', 'tremend', 'posit', 'impact', 'steel', 'industri', 'plant', 'open', 'u', 'steelwork', 'work', 'big', 'dollar', 'flow', 'treasuri', 'countri', 'use', 'tariff', 'use', 'foolish', 'peopl', 'scream']"
1710,"['tariff', 'work', 'far', 'better', 'anyon', 'ever', 'anticip', 'china', 'market', 'drop', 'last', 'month', 'talk', 'us', 'market', 'stronger', 'ever', 'go', 'dramat', 'horribl', 'trade', 'deal', 'success', 'renegoti', 'america', 'first']"
1711,"['happi', 'birthday']"
1712,"['troy', 'balderson', 'run', 'congress', 'ohio', 'big', 'elect', 'fight', 'candid', 'got', 'caught', 'lie', 'relationship', 'nanci', 'pelosi', 'weak', 'crime', 'border', 'amp', 'nd', 'amend', 'want', 'rais', 'tax', 'lot', 'vote', 'troy', 'tuesday']"
1713,"['go', 'ohio', 'tonight', 'campaign', 'troy', 'balderson', 'big', 'congression', 'special', 'elect', 'tuesday', 'earli', 'vote', 'troy', 'strong', 'crime', 'border', 'amp', 'love', 'militari', 'vet', 'amp', 'nd', 'amend', 'oppon', 'puppet', 'nanci', 'pelosi', 'high', 'tax']"
1714,"['lebron', 'jame', 'interview', 'dumbest', 'man', 'televis', 'lemon', 'made', 'lebron', 'look', 'smart', 'easi', 'like', 'mike']"
1717,"['diann', 'person', 'lead', 'nation', 'collus', 'russia', 'done', 'dem', 'investig']"
1728,"['congratul', 'gregg', 'jarrett', 'book', 'russia', 'hoax', 'illicit', 'scheme', 'clear', 'hillari', 'clinton', 'frame', 'donald', 'trump', 'go', 'amazon', 'inde', 'hoax', 'witch', 'hunt', 'illeg', 'start', 'peopl', 'alreadi', 'disgrac', 'great', 'book']"
1729,"['great', 'photo', 'ocean', 'citi', 'maryland', 'thank', 'make', 'america', 'great']"
1730,"['almost', 'manufactur', 'job', 'creat', 'sinc', 'elect', 'rememb', 'oppon', 'say', 'creat', 'type', 'job', 'anymor', 'wrong', 'fact', 'among', 'best', 'import', 'job']"
1731,"['media', 'good', 'news', 'fire', 'extinguish']"
1732,"['nasa', 'make', 'big', 'comeback', 'trump', 'administr', 'name', 'astronaut', 'boe', 'spacex', 'space', 'flight', 'greatest', 'facil', 'world', 'let', 'privat', 'sector', 'pay', 'use', 'excit', 'thing', 'happen', 'space', 'forc']"
1733,"['juli', 'ninth', 'month', 'sinc', 'unemploy', 'fallen', 'economi', 'ad', 'million', 'job', 'sinc', 'elect', 'gdp', 'million', 'peopl', 'receiv', 'pay', 'rais', 'due', 'tax', 'reform', 'billion', 'brought', 'back', 'oversea']"
1734,"['marsha', 'blackburn', 'big', 'win', 'last', 'night', 'tennesse', 'primari', 'u', 'senat', 'outstand', 'person', 'amp', 'great', 'support', 'mine', 'congratul', 'marsha', 'need', 'badli', 'senat', 'vote', 'agenda', 'next', 'oppon', 'vote']"
1735,"['pastor', 'prais', 'trump', 'pro', 'black', 'prison', 'reform', 'event']"
1737,"['congratul', 'marsha']"
1738,"['congratul', 'bill', 'lee', 'tennesse', 'big', 'primari', 'win', 'governor', 'last', 'night', 'ran', 'great', 'campaign', 'finish', 'job', 'novemb', 'bill', 'total', 'enthusiast', 'endors']"
1739,"['thank', 'pennsylvania', 'love']"
1740,"['ask', 'daughter', 'ivanka', 'whether', 'media', 'enemi', 'peopl', 'correctli', 'said', 'fake', 'news', 'larg', 'percentag', 'media', 'enemi', 'peopl']"
1741,"['look', 'forward', 'great', 'state', 'ohio', 'saturday', 'night', 'campaign', 'hard', 'truli', 'talent', 'futur', 'congressman', 'balderson', 'see', 'ticket']"
1742,"['hous', 'senat', 'meet', 'import', 'farm', 'bill', 'love', 'farmer', 'hope', 'abl', 'leav', 'work', 'requir', 'food', 'stamp', 'provis', 'hous', 'approv', 'senat', 'go', 'vote']"
1743,"['pennsylvania', 'love', 'trump', 'unlik', 'other', 'bring', 'steel', 'back', 'big', 'way', 'plant', 'open', 'pennsylvania', 'countri', 'congressman', 'lou', 'barletta', 'run', 'senat', 'pennsylvania', 'realli', 'help']"
1744,"['look', 'forward', 'great', 'state', 'pennsylvania', 'tremend', 'victori', 'elect', 'campaign', 'hard', 'origin', 'support', 'lou', 'barletta', 'replac', 'weak', 'ineffect', 'senat', 'bob', 'casey', 'lou', 'tough', 'smart', 'love', 'pa', 'countri']"
1745,"['congressman', 'steve', 'stiver', 'ohio', 'done', 'fantast', 'job', 'chairman', 'great', 'congressman', 'tough', 'crime', 'amp', 'border', 'amp', 'inspir', 'militari', 'amp', 'vet', 'big', 'nd', 'amend', 'get', 'vote', 'steve', 'aug', 'th', 'full', 'amp', 'total', 'endors']"
1746,"['work', 'hard', 'thank']"
1747,"['wow', 'blow', 'away', 'competit', 'morn', 'rate', 'morn', 'joe', 'dead', 'show', 'peopl', 'watch', 'sadli', 'fake', 'news', 'cnn', 'also', 'poorli', 'much', 'hate', 'inaccur', 'report', 'stori', 'predict']"
1748,"['charl', 'koch', 'koch', 'brother', 'claim', 'give', 'away', 'million', 'dollar', 'politician', 'even', 'though', 'know', 'seen', 'make', 'ridicul', 'statement', 'presid', 'trump', 'unfair', 'foreign', 'worker', 'correct', 'america', 'first']"
1749,"['thank', 'chairman', 'kim', 'jong', 'un', 'keep', 'word', 'amp', 'start', 'process', 'send', 'home', 'remain', 'great', 'belov', 'miss', 'fallen', 'surpris', 'took', 'kind', 'action', 'also', 'thank', 'nice', 'letter', 'l', 'look', 'forward', 'see', 'soon']"
1750,"['congratul', 'tremend', 'success', 'book', 'russia', 'hoax', 'illicit', 'scheme', 'clear', 'hillari', 'clinton', 'amp', 'frame', 'donald', 'trump', 'alreadi', 'number', 'one', 'amazon', 'hard', 'work', 'brilliant', 'guy', 'real', 'stori', 'rig', 'witch', 'hunt']"
1752,"['incred', 'beauti', 'ceremoni', 'u', 'korean', 'war', 'remain', 'return', 'american', 'soil', 'thank', 'honolulu', 'great', 'militari', 'particip', 'job', 'well', 'done', 'special', 'thank', 'vice', 'presid', 'mike', 'penc', 'deliv', 'truli', 'magnific', 'tribut']"
1753,"['privat', 'payrol', 'boom', 'juli', 'increas', 'vs', 'estim', 'adp']"
1754,"['join', 'tomorrow', 'night', 'pme', 'wilk', 'barr', 'township', 'pennsylvania', 'make', 'america', 'great', 'ralli', 'ticket']"
1755,['pledgetoamericaswork']
1756,"['great', 'honor', 'join', 'lead', 'pastor', 'faith', 'leader', 'across', 'nation', 'today']"
1757,"['alreadi', 'smoke', 'gun', 'campaign', 'get', 'dirt', 'oppon', 'hillari', 'clinton', 'ok', 'hillari', 'clinton', 'proactiv', 'seek', 'dirt', 'russian', 'trump', 'campaign', 'met', 'russian', 'request', 'bad', 'marc', 'thiessen', 'washington', 'post']"
1758,"['look', 'back', 'histori', 'treat', 'wors', 'alfons', 'capon', 'legendari', 'mob', 'boss', 'killer', 'public', 'enemi', 'number', 'one', 'paul', 'manafort', 'polit', 'oper', 'amp', 'reagan', 'dole', 'darl', 'serv', 'solitari', 'confin', 'although', 'convict', 'noth', 'russian', 'collus']"
1759,"['alreadi', 'smock', 'gun', 'campaign', 'get', 'dirt', 'oppon', 'hillari', 'clinton', 'ok', 'hillari', 'clinton', 'proactiv', 'seek', 'dirt', 'russian', 'trump', 'campaign', 'met', 'russian', 'request', 'bad', 'marc', 'thiessen', 'washington', 'post']"
1760,"['russian', 'collus', 'trump', 'campaign', 'one', 'success', 'histori', 'total', 'hoax', 'democrat', 'paid', 'phoni', 'discredit', 'dossier', 'along', 'comey', 'mccabe', 'strzok', 'lover', 'love', 'lisa', 'page', 'use', 'begin', 'witch', 'hunt', 'disgrac']"
1761,"['paul', 'manafort', 'work', 'ronald', 'reagan', 'bob', 'dole', 'mani', 'highli', 'promin', 'respect', 'polit', 'leader', 'work', 'short', 'time', 'govern', 'tell', 'investig', 'old', 'charg', 'noth', 'collus', 'hoax']"
1762,"['terribl', 'situat', 'attorney', 'gener', 'jeff', 'session', 'stop', 'rig', 'witch', 'hunt', 'right', 'continu', 'stain', 'countri', 'bob', 'mueller', 'total', 'conflict', 'angri', 'democrat', 'dirti', 'work', 'disgrac', 'usa']"
1763,"['remain', 'fbi', 'investig', 'real', 'issu', 'go', 'mueller', 'report', 'mueller', 'go', 'protect', 'guy', 'mueller', 'interest', 'creat', 'illus', 'object', 'around', 'investig', 'alan', 'dershowitz']"
1764,"['fbi', 'agent', 'peter', 'strzok', 'mueller', 'team', 'recus', 'day', 'one', 'stop', 'elect', 'donald', 'trump', 'need', 'insur', 'polici', 'illeg', 'improp', 'goal', 'tri', 'influenc', 'elect', 'never', 'ever', 'allow']"
1766,"['thank', 'florida', 'love']"
1768,"['way', 'tampa', 'florida', 'look', 'forward', 'see', 'everyon', 'soon']"
1769,"['worker', 'pay', 'rate', 'hit', 'highest', 'level', 'sinc']"
1770,"['border', 'secur', 'nation', 'secur', 'nation', 'secur', 'long', 'term', 'viabil', 'countri', 'govern', 'shutdown', 'small', 'price', 'pay', 'safe', 'prosper', 'america']"
1771,"['care', 'polit', 'ramif', 'immigr', 'law', 'border', 'secur', 'complet', 'total', 'disast', 'decad', 'way', 'democrat', 'allow', 'fix', 'without', 'govern', 'shutdown']"
1772,"['primari', 'august', 'st', 'need', 'help', 'absolut', 'outstand', 'everi', 'way', 'hope', 'great', 'peopl', 'wyom', 'go', 'show', 'support', 'anyway', 'john', 'absolut', 'top', 'line', 'amp', 'complet', 'amp', 'total', 'endors']"
1773,"['congressman', 'david', 'kustoff', 'champion', 'trump', 'agenda', 'greatli', 'appreci', 'support', 'david', 'strong', 'crime', 'border', 'love', 'militari', 'vet', 'second', 'amend', 'get', 'vote', 'david', 'thursday', 'august', 'nd', 'full', 'total', 'endors']"
1774,"['fake', 'news', 'media', 'go', 'crazi', 'total', 'unhing', 'mani', 'way', 'wit', 'first', 'hand', 'damag', 'mani', 'innoc', 'decent', 'peopl', 'enjoy', 'watch', 'year', 'longer', 'offic', 'rate', 'dri', 'gone']"
1775,"['tampa', 'tonight', 'big', 'year', 'great', 'governor', 'florida', 'strong', 'crime', 'border', 'nd', 'amend', 'big', 'help', 'tax', 'amp', 'regul', 'cut', 'love', 'militari', 'amp', 'vet', 'full', 'amp', 'total', 'endors']"
1776,"['look', 'plastic', 'gun', 'sold', 'public', 'alreadi', 'spoke', 'nra', 'seem', 'make', 'much', 'sens']"
1777,"['collus', 'crime', 'matter', 'collus', 'except', 'crook', 'hillari', 'democrat']"
1778,"['one', 'reason', 'need', 'great', 'border', 'secur', 'mexico', 'murder', 'rate', 'increas', 'peopl', 'kill', 'record', 'democrat', 'want', 'open', 'border', 'want', 'maximum', 'border', 'secur', 'respect', 'ice', 'great', 'law', 'enforc', 'profession']"
1779,"['rush', 'limbaugh', 'great', 'guy', 'truli', 'get']"
1782,"['richer', 'network', 'highli', 'overr', 'beaten', 'everi', 'turn', 'want', 'protect', 'compani', 'outsid', 'u', 'tax', 'america', 'first', 'amp', 'american', 'worker', 'puppet', 'one', 'two', 'nice', 'guy', 'bad', 'idea', 'make', 'america', 'great']"
1783,"['globalist', 'koch', 'brother', 'becom', 'total', 'joke', 'real', 'republican', 'circl', 'strong', 'border', 'power', 'trade', 'never', 'sought', 'support', 'need', 'money', 'bad', 'idea', 'love', 'tax', 'amp', 'regul', 'cut', 'judici', 'pick', 'amp', 'made']"
1784,"['make', 'america', 'great']"
1785,"['highli', 'respect', 'feder', 'judg', 'today', 'state', 'trump', 'administr', 'get', 'great', 'credit', 'reunit', 'illeg', 'famili', 'thank', 'pleas', 'look', 'previou', 'administr', 'record', 'good']"
1786,"['congratul', 'new', 'secretari', 'robert', 'wilki']"
1787,"['thank', 'ye', 'futur', 'great', 'justic', 'suprem', 'court', 'brett', 'kavanaugh', 'vote', 'mean', 'lot', 'everyon', 'love', 'countri']"
1788,"['open', 'border', 'larg', 'scale', 'crime', 'abolish', 'ice', 'good', 'must', 'get', 'smart', 'final', 'must', 'done', 'safeti', 'secur', 'countri']"
1789,"['illeg', 'immigr', 'top', 'nation', 'secur', 'problem', 'decad', 'play', 'game', 'whole', 'world', 'laugh', 'stupid', 'immigr', 'law', 'democrat', 'think']"
1790,"['congratul', 'judg', 'jeanin', 'tremend', 'success', 'new', 'best', 'sell', 'book', 'liar', 'leaker', 'liber', 'case', 'anti', 'trump', 'conspiraci']"
1793,"['social', 'secur', 'medicar', 'cast', 'earli', 'vote', 'vote', 'august', 'th', 'elect', 'day', 'full', 'total', 'endors']"
1794,"['balderson', 'ohio', 'run', 'congress', 'import', 'republican', 'parti', 'troy', 'strong', 'crime', 'border', 'love', 'militari', 'vet', 'second', 'amend', 'troy', 'strongli', 'protect']"
1795,"['congratul', 'gener', 'john', 'kelli', 'today', 'celebr', 'first', 'full', 'year', 'chief', 'staff']"
1796,[]
1797,"['great', 'honor', 'welcom', 'prime', 'minist', 'itali', 'join', 'us', 'pme', 'joint', 'press', 'confer']"
1799,"['must', 'border', 'secur', 'get', 'rid', 'chain', 'lotteri', 'catch', 'amp', 'releas', 'sanctuari', 'citi', 'go', 'merit', 'base', 'immigr', 'protect', 'ice', 'law', 'enforc', 'cours', 'keep', 'build', 'much', 'faster', 'wall']"
1801,"['also', 'mueller', 'appoint', 'angri', 'dem', 'work', 'crook', 'hillari', 'other', 'includ', 'work', 'obama', 'mueller', 'look', 'crimin', 'activ', 'amp', 'real', 'russian', 'collus', 'democrat', 'side', 'podesta', 'dossier']"
1802,"['robert', 'mueller', 'ever', 'go', 'releas', 'conflict', 'interest', 'respect', 'presid', 'trump', 'includ', 'fact', 'nasti', 'amp', 'contenti', 'busi', 'relationship', 'turn', 'head', 'fbi', 'one', 'day', 'appoint', 'c', 'amp', 'comey', 'close', 'friend']"
1803,"['collus', 'robert', 'mueller', 'rig', 'witch', 'hunt', 'head', 'increas', 'includ', 'obama', 'white', 'hous', 'lawyer', 'angri', 'democrat', 'start', 'fraudul', 'dossier', 'paid', 'crook', 'hillari', 'dnc', 'therefor', 'witch', 'hunt', 'illeg', 'scam']"
1804,"['amazon', 'washington', 'post', 'noth', 'write', 'bad', 'stori', 'even', 'posit', 'achiev', 'never', 'chang']"
1805,"['accur', 'media', 'coverag', 'administr', 'neg', 'despit', 'tremend', 'posit', 'result', 'achiev', 'surpris', 'confid', 'media', 'time', 'low', 'allow', 'great', 'countri', 'sold', 'anti', 'trump', 'hater']"
1806,"['die', 'newspap', 'industri', 'matter', 'much', 'tri', 'distract', 'cover', 'countri', 'make', 'great', 'progress', 'leadership', 'never', 'stop', 'fight', 'american', 'peopl', 'exampl', 'fail', 'new', 'york', 'time']"
1807,"['media', 'driven', 'insan', 'trump', 'derang', 'syndrom', 'reveal', 'intern', 'deliber', 'govern', 'truli', 'put', 'live', 'mani', 'journalist', 'risk', 'unpatriot', 'freedom', 'press', 'also', 'come', 'respons', 'report', 'news']"
1808,"['would', 'will', 'shut', 'govern', 'democrat', 'give', 'us', 'vote', 'border', 'secur', 'includ', 'wall', 'must', 'get', 'rid', 'lotteri', 'catch', 'amp', 'releas', 'etc', 'final', 'go', 'system', 'immigr', 'base', 'merit', 'need', 'great', 'peopl', 'come', 'countri']"
1809,"['biggest', 'best', 'result', 'come', 'good', 'gdp', 'report', 'quarterli', 'trade', 'deficit', 'reduc', 'billion', 'cours', 'histor', 'low', 'unemploy', 'number', 'especi', 'african', 'american', 'hispan', 'asian', 'women']"
1810,"['good', 'interest', 'meet', 'white', 'hous', 'g', 'sulzberg', 'publish', 'new', 'york', 'time', 'spent', 'much', 'time', 'talk', 'vast', 'amount', 'fake', 'news', 'put', 'media', 'amp', 'fake', 'news', 'morph', 'phrase', 'enemi', 'peopl', 'sad']"
1814,"['pleas', 'understand', 'consequ', 'peopl', 'cross', 'border', 'illeg', 'whether', 'children', 'mani', 'use', 'children', 'sinist', 'purpos', 'congress', 'must', 'act', 'fix', 'dumbest', 'amp', 'worst', 'immigr', 'law', 'anywher', 'world', 'vote', 'r']"
1815,"['think', 'fake', 'news', 'media', 'ever', 'report', 'tweet', 'michael']"
1816,"['wow', 'highest', 'poll', 'number', 'histori', 'republican', 'parti', 'includ', 'honest', 'abe', 'lincoln', 'ronald', 'reagan', 'must', 'someth', 'wrong', 'pleas', 'recheck', 'poll']"
1817,"['tom', 'homan', 'fmr', 'ice', 'director', 'nobodi', 'done', 'border', 'secur', 'amp', 'public', 'safeti', 'presid', 'trump', 'work', 'six', 'presid', 'respect', 'nobodi', 'done', 'administr', 'amp', 'presid', 'trump', 'stone', 'cold', 'fact']"
1818,[]
1819,"['join', 'tampa', 'florida', 'next', 'tuesday', 'juli', 'st', 'pme', 'maga', 'ralli', 'ticket']"
1820,"['thing', 'democrat', 'well', 'resist', 'campaign', 'slogan', 'obstruct', 'cryin', 'chuck', 'schumer', 'almost', 'great', 'american', 'peopl', 'wait', 'forev', 'serv', 'countri', 'total', 'disgrac', 'mitch', 'let', 'go', 'home', 'approv']"
1821,"['democrat', 'want', 'open', 'border', 'care', 'littl', 'crime', 'incompet', 'fake', 'news', 'media', 'almost', 'total', 'side']"
1822,"['congressman', 'david', 'kustoff', 'champion', 'trump', 'agenda', 'greatli', 'appreci', 'support', 'david', 'strong', 'crime', 'border', 'love', 'militari', 'vet', 'second', 'amend', 'get', 'vote', 'david', 'thursday', 'august', 'nd', 'full', 'total', 'endors']"
1823,"['privat', 'busi', 'invest', 'surg', 'percent', 'year', 'came', 'offic', 'percent', 'year', 'mean', 'job', 'job', 'job']"
1824,"['first', 'femal', 'admir', 'alen', 'duerk', 'said', 'nice', 'distinct', 'recogn', 'first', 'want', 'make', 'certain', 'use', 'notorieti', 'much', 'posit', 'could', 'alen', 'america', 'forev', 'grate']"
1825,"['accomplish', 'econom', 'turnaround', 'histor', 'proport']"
1826,"['thrill', 'announc', 'second', 'quarter', 'year', 'u', 'economi', 'grew', 'amaz', 'rate']"
1827,"['balderson', 'ohio', 'run', 'congress', 'import', 'republican', 'parti', 'cast', 'earli', 'vote', 'vote', 'august', 'th', 'troy', 'strong', 'crime', 'border', 'love', 'militari', 'vet', 'second', 'amend', 'full', 'total', 'endors']"
1828,"['run', 'republican', 'primari', 'great', 'state', 'michigan', 'spectacular', 'vote', 'august', 'th', 'rare', 'seen', 'candid', 'great', 'potenti', 'west', 'point', 'graduat', 'success', 'businessman', 'african', 'american', 'leader']"
1829,"['john', 'strong', 'crime', 'border', 'love', 'militari', 'vet', 'second', 'amend', 'star', 'full', 'total', 'endors']"
1830,"['great', 'gdp', 'number', 'releas', 'news', 'confer', 'soon']"
